t_sec, t_nanosec, x, y, orientation_x, orientation_y, orientation_z, orientation_w, longitudinal_velocity_mps, lateral_velocity_mps, acceleration_mps2, heading_rate_rps, front_wheel_angle_rad, rear_wheel_angle_rad
0, 0, -23.1368, -82.4453, 0.0140986, -0.00617698, -0.759146, 0.650739, 23.0623, 0, 0, 0.0165872, -0, -0
0, 0, -23.2596, -83.1296, 0.0143663, -0.0062724, -0.758233, 0.651795, 23.0623, 0, 0, 0.0181989, -0, -0
0, 0, -23.4586, -84.2771, 0.014807, -0.00639865, -0.757146, 0.653046, 23.3568, 0, 0, 0.0160639, -0, -0
0, 0, -23.5752, -84.9698, 0.0150728, -0.0066097, -0.756671, 0.653588, 23.3568, 0, 0, 0.0260967, -0, -0
0, 0, -23.728, -85.8982, 0.0154427, -0.00703048, -0.756171, 0.654153, 23.3568, 0, 0, 0.0281296, -0, -0
0, 0, -23.8781, -86.8316, 0.0157534, -0.00715947, -0.755772, 0.654607, 23.6243, 0, 0, 0.0128999, -0, -0
0, 0, -24.0259, -87.7705, 0.0159297, -0.0071921, -0.755415, 0.655013, 23.6243, 0, 0, 0.00126922, -0, -0
0, 0, -24.1719, -88.7151, 0.0157257, -0.00752376, -0.755067, 0.655416, 23.9163, 0, 0, -0.00169927, -0, -0
0, 0, -24.281, -89.4271, 0.0153179, -0.00771731, -0.754932, 0.655578, 23.9163, 0, 0, -0.0158436, -0, -0
0, 0, -24.4282, -90.3803, 0.0146323, -0.00777078, -0.755457, 0.654989, 23.9163, 0, 0, -0.034326, -0, -0
0, 0, -24.5811, -91.3373, 0.0142013, -0.00733575, -0.757495, 0.652646, 24.1877, 0, 0, -0.0330012, -0.0573976, -0
0, 0, -24.7021, -92.0569, 0.0139059, -0.00686842, -0.760396, 0.649275, 24.1877, 0, 0, -0.0375502, -0.0573976, -0
0, 0, -24.8716, -93.0189, 0.0135863, -0.00628041, -0.765602, 0.64314, 24.466, 0, 0, -0.0291523, -0.0644775, -0
0, 0, -25.0473, -93.9846, 0.0133988, -0.00584548, -0.771025, 0.636637, 24.466, 0, 0, -0.0197106, -0.0644775, -0
0, 0, -25.228, -94.9543, 0.0132821, -0.00552863, -0.775734, 0.630897, 24.466, 0, 0, -0.0137771, -0.0644775, -0
0, 0, -25.4138, -95.9279, 0.0131735, -0.00526245, -0.779338, 0.626443, 24.7672, 0, 0, -0.0145727, -0, -0
0, 0, -25.5574, -96.6604, 0.013058, -0.00496998, -0.781406, 0.623867, 24.7672, 0, 0, -0.0217889, -0, -0
0, 0, -25.7551, -97.6399, 0.0128912, -0.00448983, -0.7835, 0.621242, 25.0296, 0, 0, -0.0211532, -0, -0
0, 0, -25.96, -98.6228, 0.0125404, -0.0039864, -0.785089, 0.619243, 25.0296, 0, 0, -0.0317785, -0, -0
0, 0, -26.1184, -99.3622, 0.0122694, -0.00363233, -0.786029, 0.618057, 25.0296, 0, 0, -0.0279044, -0, -0
0, 0, -26.3355, -100.351, 0.01197, -0.00323553, -0.787025, 0.616797, 25.2974, 0, 0, -0.0223555, -0, -0
0, 0, -26.6157, -101.592, 0.0116853, -0.00285993, -0.787957, 0.615613, 25.2974, 0, 0, -0.0159433, -0, -0
0, 0, -26.7882, -102.339, 0.0115579, -0.00269314, -0.788391, 0.61506, 25.5688, 0, 0, -0.0127516, -0, -0
0, 0, -26.9048, -102.839, 0.011488, -0.00260104, -0.788639, 0.614744, 25.5688, 0, 0, -0.010947, -0, -0
0, 0, -27.0226, -103.339, 0.0114235, -0.0024722, -0.78885, 0.614475, 25.5688, 0, 0, -0.0151394, -0, -0
0, 0, -27.2616, -104.343, 0.0112994, -0.00216003, -0.789173, 0.614063, 25.8411, 0, 0, -0.012835, -0, -0
0, 0, -27.4437, -105.098, 0.0112258, -0.00197923, -0.789357, 0.613828, 25.8411, 0, 0, -0.0107598, -0, -0
0, 0, -27.7518, -106.362, 0.011055, -0.00169179, -0.789585, 0.61354, 25.8411, 0, 0, -0.0136122, -0, -0
0, 0, -27.9392, -107.124, 0.0109915, -0.00153989, -0.789697, 0.613396, 26.15, 0, 0, -0.00848083, -0, -0
0, 0, -28.1284, -107.888, 0.0109555, -0.00140503, -0.789796, 0.613271, 26.15, 0, 0, -0.00711682, -0, -0
0, 0, -28.2554, -108.399, 0.0109366, -0.00132336, -0.789854, 0.613196, 26.15, 0, 0, -0.00623583, -0, -0
0, 0, -28.4472, -109.167, 0.0109206, -0.00128253, -0.789932, 0.613095, 26.4336, 0, 0, -0.00153861, -0, -0
0, 0, -28.6405, -109.938, 0.0109129, -0.00127417, -0.789995, 0.613014, 26.4336, 0, 0, -0.000560297, -0, -0
0, 0, -28.7701, -110.453, 0.0109097, -0.00127268, -0.790029, 0.612971, 26.4336, 0, 0, -0.000326474, -0, -0
0, 0, -28.9656, -111.229, 0.0109145, -0.00135799, -0.790081, 0.612904, 26.4336, 0, 0, 0.00640547, -0, -0
0, 0, -29.1624, -112.007, 0.0108633, -0.00133831, -0.790113, 0.612863, 26.7227, 0, 0, -0.0106907, -0, -0
0, 0, -29.4265, -113.048, 0.0106981, -0.00104425, -0.790089, 0.612898, 26.7227, 0, 0, -0.0167342, -0, -0
0, 0, -29.6925, -114.094, 0.010812, -0.000827081, -0.790023, 0.612981, 27.0267, 0, 0, 0.00981659, -0, -0
